image_id,split,label,coverage
Normal-8845,train,Normal,0.3037906568877551
Normal-175,train,Normal,0.2639907525510204
Normal-4823,train,Normal,0.2294323979591837
Normal-8062,train,Normal,0.1431560905612245
Normal-5212,train,Normal,0.19300063775510204
Normal-3142,test,Normal,0.3333067602040816
Normal-1779,train,Normal,0.2449577487244898
Normal-8554,train,Normal,0.28431919642857145
Normal-1955,train,Normal,0.30454799107142855
Normal-2157,test,Normal,0.23712531887755103
Normal-6262,val,Normal,0.28609295280612246
Normal-1970,train,Normal,0.21299027423469388
Normal-7554,train,Normal,0.2737563775510204
Normal-522,test,Normal,0.20392219387755103
Normal-1274,train,Normal,0.2613002232142857
Normal-2313,test,Normal,0.17117745535714285
Normal-987,test,Normal,0.29219148596938777
Normal-2516,val,Normal,0.24880420918367346
Normal-493,train,Normal,0.18122209821428573
Normal-681,val,Normal,0.16653380102040816
Normal-1579,train,Normal,0.30331234056122447
Normal-7289,train,Normal,0.07567362882653061
Normal-816,train,Normal,0.22536670918367346
Normal-4922,train,Normal,0.2333386479591837
Normal-6587,val,Normal,0.20065369897959184
Normal-7106,train,Normal,0.1888751594387755
Normal-2837,train,Normal,0.17418686224489796
Normal-3775,train,Normal,0.2729990433673469
Normal-7811,train,Normal,0.25063775510204084
Normal-2087,train,Normal,0.2946029974489796
Normal-2034,test,Normal,0.2146843112244898
Normal-6741,train,Normal,0.20097257653061223
Normal-4617,val,Normal,0.2793765943877551
Normal-7248,test,Normal,0.23547114158163265
Normal-3459,val,Normal,0.1946747448979592
Normal-6892,test,Normal,0.33408402423469385
Normal-290,train,Normal,0.19597018494897958
Normal-2562,train,Normal,0.24786750637755103
Normal-5573,train,Normal,0.2715640943877551
Normal-5691,train,Normal,0.2225765306122449
Normal-4560,test,Normal,0.22660235969387754
Normal-5209,train,Normal,0.1910674426020408
Normal-696,train,Normal,0.24521683673469388
Normal-6312,train,Normal,0.2451969068877551
Normal-9957,train,Normal,0.2559390943877551
Normal-6322,train,Normal,0.19543207908163265
Normal-7006,train,Normal,0.30129942602040816
Normal-8148,test,Normal,0.10997289540816327
Normal-3296,train,Normal,0.23700573979591838
Normal-8069,train,Normal,0.2486248405612245
Normal-2874,val,Normal,0.27184311224489793
Normal-6525,val,Normal,0.20041454081632654
Normal-4394,train,Normal,0.1969268176020408
Normal-7077,train,Normal,0.3121811224489796
Normal-1765,train,Normal,0.2303890306122449
Normal-9235,val,Normal,0.27333785076530615
Normal-8572,train,Normal,0.30666055484693877
Normal-3320,train,Normal,0.2700693558673469
Normal-6859,train,Normal,0.26395089285714285
Normal-7454,train,Normal,0.2618781887755102
Normal-7285,train,Normal,0.18369339923469388
Normal-4466,train,Normal,0.29952566964285715
Normal-1283,train,Normal,0.20591517857142858
Normal-5890,test,Normal,0.3322903380102041
Normal-5684,train,Normal,0.2421277104591837
Normal-8637,train,Normal,0.26682079081632654
Normal-9470,train,Normal,0.14138233418367346
Normal-3093,val,Normal,0.2778220663265306
Normal-6240,train,Normal,0.275569993622449
Normal-6972,train,Normal,0.22351323341836735
Normal-8273,train,Normal,0.2930484693877551
Normal-2331,train,Normal,0.21314971301020408
Normal-5124,train,Normal,0.17336973852040816
Normal-9975,train,Normal,0.2798349808673469
Normal-9192,train,Normal,0.3286232461734694
Normal-1303,test,Normal,0.15670838647959184
Normal-735,test,Normal,0.16701211734693877
Normal-115,train,Normal,0.2342952806122449
Normal-713,train,Normal,0.1484972895408163
Normal-10130,test,Normal,0.22554607780612246
Normal-6850,train,Normal,0.24948182397959184
Normal-4919,train,Normal,0.24280532525510204
Normal-4946,test,Normal,0.33045679209183676
Normal-1613,train,Normal,0.24272560586734693
Normal-6554,train,Normal,0.3010801977040816
Normal-9976,test,Normal,0.18445073341836735
Normal-6712,train,Normal,0.2128308354591837
Normal-5110,train,Normal,0.2703483737244898
Normal-2486,val,Normal,0.30763711734693877
Normal-8701,test,Normal,0.3847058354591837
Normal-5196,train,Normal,0.16946348852040816
Normal-940,train,Normal,0.24720982142857142
Normal-7207,test,Normal,0.23650749362244897
Normal-50,train,Normal,0.24940210459183673
Normal-1307,train,Normal,0.14403300382653061
Normal-4881,train,Normal,0.2967554209183674
Normal-3248,train,Normal,0.2971340880102041
Normal-3404,train,Normal,0.3074577487244898
Normal-9119,train,Normal,0.2841198979591837
Normal-5946,train,Normal,0.3217673788265306
Normal-9611,train,Normal,0.2779017857142857
Normal-3950,train,Normal,0.24679129464285715
Normal-4585,train,Normal,0.16276705994897958
Normal-8884,test,Normal,0.19391741071428573
Normal-2100,train,Normal,0.25693558673469385
Normal-4390,train,Normal,0.3153101084183674
Normal-6405,val,Normal,0.24459901147959184
Normal-8005,val,Normal,0.23407605229591838
Normal-5149,train,Normal,0.34885204081632654
Normal-1600,train,Normal,0.2733179209183674
Normal-7263,train,Normal,0.3373325892857143
Normal-3251,val,Normal,0.20651307397959184
Normal-7336,test,Normal,0.36593191964285715
Normal-6754,train,Normal,0.24888392857142858
Normal-5824,train,Normal,0.2849968112244898
Normal-1528,val,Normal,0.2808115433673469
Normal-3655,train,Normal,0.18233816964285715
Normal-9368,val,Normal,0.22819674744897958
Normal-6062,test,Normal,0.31582828443877553
Normal-5384,val,Normal,0.14572704081632654
Normal-8154,train,Normal,0.29262994260204084
Normal-5777,train,Normal,0.22171954719387754
Normal-5752,train,Normal,0.2355110012755102
Normal-5550,train,Normal,0.2805325255102041
Normal-2456,train,Normal,0.26054288903061223
Normal-6265,test,Normal,0.2593470982142857
Normal-10077,train,Normal,0.2762476084183674
Normal-2553,train,Normal,0.24246651785714285
Normal-220,train,Normal,0.19967713647959184
Normal-3614,train,Normal,0.24623325892857142
Normal-8548,train,Normal,0.2744738520408163
Normal-4853,train,Normal,0.27463329081632654
Normal-5956,test,Normal,0.32553411989795916
Normal-1457,train,Normal,0.2951809630102041
Normal-8633,train,Normal,0.21751434948979592
Normal-9496,train,Normal,0.31660554846938777
Normal-6834,test,Normal,0.328304368622449
Normal-4759,val,Normal,0.25735411352040816
Normal-6106,val,Normal,0.2545838647959184
Normal-4227,train,Normal,0.2318439094387755
Normal-9803,train,Normal,0.22638313137755103
Normal-1780,train,Normal,0.2281170280612245
Normal-6269,test,Normal,0.28212691326530615
Normal-7608,train,Normal,0.30139907525510207
Normal-5082,train,Normal,0.24842554209183673
Normal-2479,train,Normal,0.23319913903061223
Normal-9054,train,Normal,0.26791693239795916
Normal-8488,train,Normal,0.269710618622449
Normal-1164,train,Normal,0.2590880102040816
Normal-9659,train,Normal,0.27720424107142855
Normal-3025,train,Normal,0.36226482780612246
Normal-9977,train,Normal,0.29551977040816324
Normal-4333,val,Normal,0.13847257653061223
Normal-9729,val,Normal,0.30088089923469385
Normal-1292,test,Normal,0.16416214923469388
Normal-8336,train,Normal,0.24320392219387754
Normal-10137,train,Normal,0.19102758290816327
Normal-6061,train,Normal,0.25452407525510207
Normal-8126,train,Normal,0.23142538265306123
Normal-4045,train,Normal,0.2919323979591837
Normal-2292,train,Normal,0.23654735331632654
Normal-170,val,Normal,0.15927933673469388
Normal-1045,train,Normal,0.21669722576530612
Normal-2007,train,Normal,0.23106664540816327
Normal-5295,train,Normal,0.34849330357142855
Normal-5228,train,Normal,0.31821986607142855
Normal-7524,train,Normal,0.257991868622449
Normal-375,train,Normal,0.1988201530612245
Normal-3871,train,Normal,0.27682557397959184
Normal-9369,train,Normal,0.25271045918367346
Normal-5202,test,Normal,0.268734056122449
Normal-7901,test,Normal,0.13474569515306123
Normal-10108,train,Normal,0.19614955357142858
Normal-8846,val,Normal,0.21765385841836735
Normal-5884,train,Normal,0.23561065051020408
Normal-7039,train,Normal,0.21878985969387754
Normal-2890,train,Normal,0.35072544642857145
Normal-1616,val,Normal,0.2390186543367347
Normal-2840,val,Normal,0.2461734693877551
Normal-6886,train,Normal,0.4086814413265306
Normal-6453,train,Normal,0.37302694515306123
Normal-7935,train,Normal,0.33896683673469385
Normal-5944,train,Normal,0.2959582270408163
Normal-1979,val,Normal,0.22652264030612246
Normal-8451,train,Normal,0.1907684948979592
Normal-1311,val,Normal,0.12486049107142858
Normal-2217,train,Normal,0.25490274234693877
Normal-8739,train,Normal,0.3088329081632653
Normal-1015,train,Normal,0.19236288265306123
Normal-7452,train,Normal,0.3685825892857143
Normal-1492,val,Normal,0.35584741709183676
Normal-4661,val,Normal,0.32071109693877553
Normal-163,train,Normal,0.18983179209183673
Normal-7117,test,Normal,0.2263233418367347
Normal-9346,train,Normal,0.2500797193877551
Normal-3255,train,Normal,0.31640625
Normal-9709,train,Normal,0.26817602040816324
Normal-8167,train,Normal,0.2639708227040816
Normal-8310,train,Normal,0.2447185905612245
Normal-6769,train,Normal,0.2656847895408163
Normal-6533,train,Normal,0.3624641262755102
Normal-4248,train,Normal,0.28324298469387754
Normal-8245,train,Normal,0.2969347895408163
Normal-1820,train,Normal,0.16230867346938777
Normal-9847,train,Normal,0.3303372130102041
Normal-8528,train,Normal,0.28105070153061223
Normal-7242,test,Normal,0.08645567602040816
Normal-2826,train,Normal,0.22528698979591838
Normal-4577,train,Normal,0.27407525510204084
Normal-1722,train,Normal,0.1634845344387755
Normal-7544,train,Normal,0.27682557397959184
Normal-1815,test,Normal,0.21514269770408162
Normal-3341,train,Normal,0.22325414540816327
Normal-5874,train,Normal,0.20930325255102042
Normal-513,train,Normal,0.26255580357142855
Normal-3762,train,Normal,0.07692920918367346
Normal-5395,train,Normal,0.26688058035714285
Normal-4116,train,Normal,0.3322704081632653
Normal-9432,train,Normal,0.31180245535714285
Normal-5649,train,Normal,0.3612683354591837
Normal-1497,train,Normal,0.24451929209183673
Normal-1362,test,Normal,0.16778938137755103
Normal-9399,train,Normal,0.3518215880102041
Normal-2410,train,Normal,0.29757254464285715
Normal-9649,train,Normal,0.20021524234693877
Normal-157,train,Normal,0.22443000637755103
Normal-3975,test,Normal,0.26755819515306123
Normal-2304,train,Normal,0.2534279336734694
Normal-701,train,Normal,0.19292091836734693
Normal-6341,test,Normal,0.08645567602040816
Normal-9323,train,Normal,0.30654097576530615
Normal-9791,train,Normal,0.2655054209183674
Normal-1931,train,Normal,0.26907286352040816
Normal-4472,train,Normal,0.14646444515306123
Normal-7872,val,Normal,0.2306281887755102
Normal-5594,train,Normal,0.31497130102040816
Normal-3644,train,Normal,0.31660554846938777
Normal-4396,test,Normal,0.23547114158163265
Normal-5104,train,Normal,0.3239795918367347
Normal-8275,test,Normal,0.28463807397959184
Normal-9498,train,Normal,0.23116629464285715
Normal-7705,val,Normal,0.28673070790816324
Normal-5471,train,Normal,0.17536272321428573
Normal-5643,val,Normal,0.21863042091836735
Normal-8630,train,Normal,0.18640385841836735
Normal-2735,train,Normal,0.21729512117346939
Normal-215,test,Normal,0.16326530612244897
Normal-3782,val,Normal,0.2597058354591837
Normal-4991,train,Normal,0.2977319834183674
Normal-5534,train,Normal,0.26998963647959184
Normal-5693,train,Normal,0.16206951530612246
Normal-5570,train,Normal,0.26070232780612246
Normal-1494,train,Normal,0.2980110012755102
Normal-21,train,Normal,0.294921875
Normal-7150,val,Normal,0.23124601403061223
Normal-8380,train,Normal,0.21350845025510204
Normal-7190,train,Normal,0.1726921237244898
Normal-1948,train,Normal,0.24944196428571427
Normal-9112,val,Normal,0.31702407525510207
Normal-8260,test,Normal,0.2181720344387755
Normal-2744,train,Normal,0.2844786352040816
Normal-7215,train,Normal,0.16637436224489796
Normal-4554,train,Normal,0.3745814732142857
Normal-2902,train,Normal,0.35293765943877553
Normal-292,train,Normal,0.17655851403061223
Normal-5580,test,Normal,0.2435028698979592
Normal-6260,train,Normal,0.4076650191326531
Normal-9545,train,Normal,0.16246811224489796
Normal-7499,train,Normal,0.21486367984693877
Normal-650,test,Normal,0.14205994897959184
Normal-67,train,Normal,0.19274154974489796
Normal-1989,test,Normal,0.3319116709183674
Normal-9720,train,Normal,0.3803212691326531
Normal-3124,train,Normal,0.23513233418367346
Normal-7951,train,Normal,0.23577008928571427
Normal-4829,train,Normal,0.3356385522959184
Normal-4695,test,Normal,0.25643734056122447
Normal-875,train,Normal,0.2382214604591837
Normal-6773,train,Normal,0.25564014668367346
Normal-1628,val,Normal,0.24587452168367346
Normal-9851,val,Normal,0.2840202487244898
Normal-1275,val,Normal,0.17823262117346939
Normal-1626,val,Normal,0.19593032525510204
Normal-4956,train,Normal,0.32011320153061223
Normal-7407,test,Normal,0.2433235012755102
Normal-6843,val,Normal,0.24671157525510204
Normal-8440,train,Normal,0.19654815051020408
Normal-773,train,Normal,0.2638313137755102
Normal-4015,train,Normal,0.22321428571428573
Normal-7523,train,Normal,0.25484295280612246
Normal-3496,train,Normal,0.2024872448979592
Normal-8146,train,Normal,0.23387675382653061
Normal-4309,train,Normal,0.18650350765306123
Normal-8791,train,Normal,0.3180404974489796
Normal-2564,train,Normal,0.30887276785714285
Normal-95,train,Normal,0.20713089923469388
Normal-5736,train,Normal,0.2090441645408163
Normal-5690,train,Normal,0.3563655931122449
Normal-8345,train,Normal,0.2784797512755102
Normal-2864,train,Normal,0.255062181122449
Normal-27,val,Normal,0.4100765306122449
Normal-6634,test,Normal,0.26510682397959184
Normal-257,train,Normal,0.27616788903061223
Normal-3408,train,Normal,0.3280652104591837
Normal-2273,test,Normal,0.23082748724489796
Normal-478,train,Normal,0.29862882653061223
Normal-7994,train,Normal,0.33456234056122447
Normal-4175,train,Normal,0.31289859693877553
Normal-9178,test,Normal,0.17099808673469388
Normal-10002,train,Normal,0.2562978316326531
Normal-2050,train,Normal,0.28916214923469385
Normal-1708,train,Normal,0.33426339285714285
Normal-12,val,Normal,0.28844467474489793
Normal-8431,train,Normal,0.3347018494897959
Normal-3507,test,Normal,0.24342315051020408
Normal-1918,train,Normal,0.23048867984693877
Normal-4910,train,Normal,0.23391661352040816
Normal-6676,train,Normal,0.33107461734693877
Normal-7486,val,Normal,0.2492625956632653
Normal-2004,train,Normal,0.23475366709183673
Normal-9379,train,Normal,0.2255261479591837
Normal-9834,train,Normal,0.24328364158163265
Normal-9388,train,Normal,0.24170918367346939
Normal-9329,val,Normal,0.23270089285714285
Normal-5565,test,Normal,0.16093351403061223
Normal-7599,train,Normal,0.16278698979591838
Normal-830,train,Normal,0.21456473214285715
Normal-2638,train,Normal,0.2987085459183674
Normal-6581,test,Normal,0.3026745854591837
Normal-8881,val,Normal,0.25013950892857145
Normal-643,val,Normal,0.14839764030612246
Normal-3842,train,Normal,0.19828204719387754
Normal-7506,val,Normal,0.25352758290816324
Normal-3959,train,Normal,0.2647680165816326
Normal-9480,train,Normal,0.3044483418367347
Normal-6846,test,Normal,0.15979751275510204
Normal-2535,test,Normal,0.18694196428571427
Normal-4685,train,Normal,0.24228714923469388
Normal-7148,test,Normal,0.19846141581632654
Normal-7709,train,Normal,0.34630102040816324
Normal-3067,train,Normal,0.27503188775510207
Normal-1300,train,Normal,0.2284558354591837
Normal-7278,train,Normal,0.24268574617346939
Normal-2533,train,Normal,0.30668048469387754
Normal-4773,train,Normal,0.2463329081632653
Normal-3099,test,Normal,0.2942044005102041
Normal-7823,train,Normal,0.2566764987244898
Normal-7898,train,Normal,0.22502790178571427
Normal-3765,train,Normal,0.27622767857142855
Normal-8054,train,Normal,0.2937061543367347
Normal-2625,val,Normal,0.29055723852040816
Normal-7873,train,Normal,0.17014110331632654
Normal-692,train,Normal,0.17885044642857142
Normal-5233,val,Normal,0.23222257653061223
Normal-2028,train,Normal,0.30301339285714285
Normal-7863,test,Normal,0.2290935905612245
Normal-9645,test,Normal,0.2394969706632653
Normal-1968,train,Normal,0.2555604272959184
Normal-6168,test,Normal,0.3395248724489796
Normal-8629,train,Normal,0.20420121173469388
Normal-3488,train,Normal,0.30966996173469385
Normal-8760,train,Normal,0.25466358418367346
Normal-313,train,Normal,0.21857063137755103
Normal-6849,train,Normal,0.294921875
Normal-6094,val,Normal,0.2595264668367347
Normal-8198,train,Normal,0.19483418367346939
Normal-7813,train,Normal,0.21025988520408162
Normal-8717,val,Normal,0.33438297193877553
Normal-3448,train,Normal,0.27706473214285715
Normal-7379,train,Normal,0.2934072066326531
Normal-7985,train,Normal,0.2403938137755102
Normal-4279,val,Normal,0.15310108418367346
Normal-442,val,Normal,0.267757493622449
Normal-4986,train,Normal,0.30032286352040816
Normal-10033,train,Normal,0.21982621173469388
Normal-5409,val,Normal,0.20814732142857142
Normal-989,test,Normal,0.16456074617346939
Normal-7315,test,Normal,0.1916454081632653
Normal-8885,train,Normal,0.2583107461734694
Normal-8564,train,Normal,0.1409638073979592
Normal-8808,train,Normal,0.17745535714285715
Normal-636,train,Normal,0.1318359375
Normal-2115,val,Normal,0.21833147321428573
Normal-6126,val,Normal,0.20105229591836735
Normal-7612,train,Normal,0.3374720982142857
Normal-8498,val,Normal,0.24370216836734693
Normal-3563,train,Normal,0.2611806441326531
Normal-7517,train,Normal,0.2586694834183674
Normal-8254,train,Normal,0.26231664540816324
Normal-4774,train,Normal,0.28256536989795916
Normal-8095,val,Normal,0.3113639987244898
Normal-5259,val,Normal,0.1970264668367347
Normal-5945,test,Normal,0.21121651785714285
Normal-424,train,Normal,0.23776307397959184
Normal-5475,train,Normal,0.21211336096938777
Normal-4172,train,Normal,0.13849250637755103
Normal-8915,test,Normal,0.18445073341836735
Normal-2646,train,Normal,0.3379504145408163
Normal-9276,train,Normal,0.22560586734693877
Normal-565,train,Normal,0.19895966198979592
Normal-1548,train,Normal,0.2556999362244898
Normal-5578,train,Normal,0.24665178571428573
Normal-4728,train,Normal,0.27999441964285715
Normal-8978,train,Normal,0.3128188775510204
Normal-8475,train,Normal,0.22409119897959184
Normal-1398,test,Normal,0.18779894770408162
Normal-10046,train,Normal,0.29366629464285715
Normal-5623,train,Normal,0.21651785714285715
Normal-8164,train,Normal,0.2394172512755102
Normal-2405,val,Normal,0.2774234693877551
Normal-2978,train,Normal,0.19060905612244897
Normal-8910,val,Normal,0.2166374362244898
Normal-2783,train,Normal,0.33494100765306123
Normal-9336,train,Normal,0.22959183673469388
Normal-9770,test,Normal,0.24790736607142858
Normal-7085,train,Normal,0.27407525510204084
Normal-2944,val,Normal,0.17241310586734693
Normal-9679,train,Normal,0.28567442602040816
Normal-6920,train,Normal,0.2528499681122449
Normal-6748,train,Normal,0.20324457908163265
Normal-7815,train,Normal,0.3568638392857143
Normal-686,test,Normal,0.31588807397959184
Normal-9983,test,Normal,0.31044722576530615
Normal-4856,train,Normal,0.2108777104591837
Normal-8136,val,Normal,0.275390625
Normal-4791,val,Normal,0.2617984693877551
Normal-3706,train,Normal,0.3491111288265306
Normal-3893,train,Normal,0.27236128826530615
Normal-3486,test,Normal,0.29747289540816324
Normal-8065,train,Normal,0.18524792729591838
Normal-9257,train,Normal,0.26953125
Normal-9415,train,Normal,0.30797592474489793
Normal-6630,test,Normal,0.25663663903061223
Normal-580,train,Normal,0.20729033801020408
Normal-1677,train,Normal,0.2614198022959184
Normal-3786,train,Normal,0.20964205994897958
Normal-8361,train,Normal,0.2659438775510204
Normal-5055,train,Normal,0.29823022959183676
Normal-7956,train,Normal,0.18512834821428573
Normal-5873,val,Normal,0.20457987882653061
Normal-616,train,Normal,0.2080875318877551
Normal-9591,train,Normal,0.0778061224489796
Normal-3146,train,Normal,0.21049904336734693
Normal-3683,test,Normal,0.23680644132653061
Normal-6172,train,Normal,0.30721859056122447
Normal-9755,train,Normal,0.24940210459183673
Normal-9543,val,Normal,0.21984614158163265
Normal-1284,val,Normal,0.23172433035714285
Normal-7040,train,Normal,0.31132413903061223
Normal-971,train,Normal,0.19304049744897958
Normal-9948,train,Normal,0.36391900510204084
Normal-10103,train,Normal,0.25137515943877553
Normal-7399,train,Normal,0.22807716836734693
Normal-8432,val,Normal,0.2220782844387755
Normal-9665,train,Normal,0.1806042729591837
Normal-5289,test,Normal,0.3205516581632653
Normal-834,train,Normal,0.25215242346938777
Normal-3515,val,Normal,0.26241629464285715
Normal-3698,train,Normal,0.2770248724489796
Normal-4653,val,Normal,0.3196548150510204
Normal-2027,train,Normal,0.35941485969387754
Normal-2993,train,Normal,0.2509167729591837
Normal-6716,train,Normal,0.23961654974489796
Normal-1603,test,Normal,0.2567163584183674
Normal-6915,test,Normal,0.26682079081632654
Normal-8740,train,Normal,0.36192602040816324
Normal-538,train,Normal,0.29860889668367346
Normal-5881,train,Normal,0.3309948979591837
Normal-6251,train,Normal,0.31630660076530615
Normal-7549,val,Normal,0.19005102040816327
Normal-7381,train,Normal,0.31640625
Normal-8001,train,Normal,0.15993702168367346
Normal-7274,train,Normal,0.20236766581632654
Normal-4065,train,Normal,0.2762476084183674
Normal-520,test,Normal,0.16623485331632654
Normal-5941,train,Normal,0.33787069515306123
Normal-119,train,Normal,0.19266183035714285
Normal-8151,train,Normal,0.24750876913265307
Normal-8039,val,Normal,0.17619977678571427
Normal-3570,train,Normal,0.27770248724489793
Normal-8694,train,Normal,0.20701132015306123
Normal-965,train,Normal,0.28958067602040816
Normal-635,train,Normal,0.1319156568877551
Normal-525,val,Normal,0.17625956632653061
Normal-7583,train,Normal,0.30213647959183676
Normal-77,test,Normal,0.23971619897959184
Normal-8349,train,Normal,0.28744818239795916
Normal-8680,train,Normal,0.2995455994897959
Normal-1757,train,Normal,0.29494180484693877
Normal-846,train,Normal,0.12607621173469388
Normal-1568,test,Normal,0.24412069515306123
Normal-7589,train,Normal,0.2393375318877551
Normal-4097,train,Normal,0.2528698979591837
Normal-8532,train,Normal,0.23060825892857142
Normal-1387,train,Normal,0.14983258928571427
Normal-3182,train,Normal,0.24734933035714285
Normal-6668,train,Normal,0.2577527104591837
Normal-2773,train,Normal,0.25747369260204084
Normal-2995,train,Normal,0.17169563137755103
Normal-7078,train,Normal,0.2928093112244898
Normal-3135,val,Normal,0.18443080357142858
Normal-7477,train,Normal,0.22490832270408162
Normal-2434,train,Normal,0.2844985650510204
Normal-4997,train,Normal,0.28061224489795916
Normal-8012,test,Normal,0.16721141581632654
Normal-4324,test,Normal,0.2524513711734694
Normal-1339,train,Normal,0.21593989158163265
Normal-8284,train,Normal,0.25412547831632654
Normal-6243,train,Normal,0.23951690051020408
Normal-6854,train,Normal,0.30544483418367346
Normal-5192,train,Normal,0.2087452168367347
Normal-7783,val,Normal,0.37954400510204084
Normal-5553,val,Normal,0.24830596301020408
Normal-4594,val,Normal,0.21360809948979592
Normal-10159,val,Normal,0.19405691964285715
Normal-8651,train,Normal,0.1976044323979592
Normal-8359,val,Normal,0.3072983099489796
Normal-8773,train,Normal,0.2134685905612245
Normal-5174,train,Normal,0.21173469387755103
